km,make,transmissionType,year,price,seller_type,bodyType,cubicCapacity,hp,acceleration,length,width
51023,24500,1,2018,19899,0,700,1395.0,150.0,8.0,4281.0,1816.0
74000,1500,1,2017,22950,0,500,1968.0,150.0,9.6,4388.0,1831.0
62260,1500,1,2017,19499,0,700,1598.0,116.0,10.7,4458.0,1796.0
141316,26500,1,2017,19300,0,500,1968.0,115.0,10.9,4486.0,1839.0
114341,15500,1,2012,23900,0,500,3200.0,200.0,10.5,4900.0,1875.0
89000,21500,1,2016,13499,0,500,1199.0,130.0,9.3,4159.0,1739.0
200000,7500,1,2016,11900,0,700,1997.0,150.0,9.3,4871.0,1852.0
30143,24500,1,2018,16399,0,500,999.0,95.0,11.4,4138.0,1780.0
21657,21500,0,2018,18400,0,500,1199.0,110.0,10.5,4159.0,1739.0
126582,1500,0,2017,23900,0,500,1968.0,150.0,9.3,4388.0,1831.0
80429,4500,0,2015,14699,0,1500,1598.0,165.0,8.4,4428.0,1826.0
119000,1500,1,2014,18900,0,500,1968.0,140.0,9.9,4385.0,1831.0
127168,1500,0,2010,15950,0,900,1984.0,180.0,8.9,4625.0,1854.0
139849,1500,1,2010,10690,0,700,1598.0,105.0,10.5,3954.0,1740.0
43176,19500,1,2018,17199,0,500,1598.0,136.0,9.9,4275.0,1781.0
68000,23500,1,2019,15800,0,700,1461.0,115.0,11.1,4359.0,1814.0
86059,8500,1,2014,16700,0,500,1597.0,120.0,11.2,4570.0,1820.0
59000,1500,1,2018,25490,0,700,1968.0,150.0,8.9,4726.0,1842.0
105803,21500,1,2017,14900,0,1100,1560.0,115.0,11.6,4813.0,1853.0
51510,5500,1,2017,12990,0,500,1199.0,125.0,10.4,4316.0,1822.0
72662,4500,1,2015,15500,0,1500,1997.0,150.0,9.8,4597.0,1826.0
37880,20500,0,2018,27699,0,500,1498.0,150.0,9.8,4697.0,1882.0
77348,500,0,2017,32990,0,500,2143.0,210.0,6.6,4687.0,1903.0
45190,11500,1,2015,34900,0,500,2776.0,200.0,10.6,4223.0,1873.0
90000,4500,1,2019,16990,0,500,1499.0,102.0,10.8,4154.0,1756.0
41495,22500,0,2019,34690,0,500,1969.0,150.0,10.4,4425.0,1873.0
65000,25500,1,2017,15990,0,1500,1598.0,132.0,11.7,4460.0,1790.0
115000,26500,1,2015,20999,0,1500,1968.0,150.0,10.3,4854.0,1904.0
66615,17500,1,2017,13699,0,700,1461.0,90.0,11.9,3999.0,1743.0
93838,3500,1,2014,18450,0,700,1995.0,184.0,7.5,4624.0,1811.0
125931,21500,1,2016,16490,0,500,1997.0,150.0,9.6,4447.0,1841.0
60000,15500,1,2014,16990,0,500,2268.0,150.0,10.3,4655.0,1800.0
17444,16500,1,2018,24499,0,700,1499.0,136.0,9.7,4299.0,1822.0
72813,23500,1,2017,20900,0,700,1461.0,110.0,11.9,4449.0,1836.0
115000,19500,1,2016,8400,0,700,1248.0,75.0,14.8,4021.0,1746.0
46438,4500,0,2019,20900,0,1500,1199.0,130.0,10.0,4602.0,1826.0
27440,19500,1,2017,16299,0,500,1364.0,140.0,9.9,4275.0,1781.0
28471,19500,1,2017,17999,0,700,1490.0,140.0,9.9,4897.0,1863.0
128856,3500,1,2016,17490,0,700,1496.0,116.0,10.3,4329.0,1765.0
75000,5500,1,2017,13800,0,500,1199.0,125.0,10.4,4316.0,1822.0
27630,15500,1,2019,17999,0,500,1590.0,117.0,11.5,4365.0,1810.0
78000,16500,1,2015,18500,0,700,1998.0,192.0,6.9,4005.0,1727.0
117558,1500,0,2015,23599,0,500,1968.0,190.0,8.4,4629.0,1898.0
75000,21500,0,2018,19999,0,1100,1598.0,225.0,7.6,4585.0,1804.0
13332,7500,1,2020,17990,0,500,999.0,125.0,11.0,4096.0,1765.0
66820,24500,1,2019,15900,0,1100,999.0,115.0,10.1,4549.0,1816.0
113059,1500,1,2016,19299,0,700,1968.0,150.0,8.7,4458.0,1796.0
75674,14500,0,2018,25450,0,700,2143.0,136.0,9.3,4299.0,1780.0
62380,19500,1,2018,16399,0,500,1364.0,140.0,9.9,4275.0,1781.0
18560,7500,1,2017,14699,0,700,999.0,100.0,13.2,4077.0,1751.0
66257,24500,1,2010,7900,0,1100,1390.0,85.0,12.4,4227.0,1693.0
21169,15500,0,2020,23499,0,500,1998.0,150.0,11.7,4365.0,1810.0
190000,1500,1,2010,12290,0,1300,1984.0,211.0,6.9,4625.0,1854.0
104239,1500,0,2015,24699,0,500,1968.0,150.0,9.3,4388.0,1831.0
85643,1500,0,2016,18990,0,700,1968.0,150.0,8.7,4313.0,1785.0
102000,25500,0,2015,15900,0,1100,1798.0,136.0,11.2,4595.0,1760.0
106921,16500,1,2015,14500,0,700,1598.0,112.0,10.9,4097.0,1789.0
80000,1500,1,2017,19000,0,700,1598.0,116.0,10.4,4458.0,1796.0
66724,500,0,2018,27500,0,700,1995.0,200.0,6.7,4643.0,1860.0
91965,14500,1,2016,23699,0,700,2143.0,136.0,9.5,4630.0,1777.0
36246,21500,1,2015,10599,0,700,1199.0,82.0,12.2,3973.0,1739.0
99930,21500,1,2018,13399,0,1100,1499.0,130.0,11.2,4585.0,1804.0
174000,1500,0,2015,16950,0,700,1968.0,150.0,9.1,4701.0,1826.0
63325,26500,1,2019,29499,0,500,1498.0,150.0,9.2,4486.0,1839.0
82875,20500,1,2017,18490,0,700,1395.0,150.0,8.6,4861.0,1864.0
33588,17500,1,2018,20995,0,700,1197.0,115.0,10.6,4394.0,1806.0
44883,1500,1,2017,15990,0,700,999.0,95.0,11.1,3973.0,1746.0
74000,1500,0,2016,63500,0,1100,3993.0,605.0,3.7,4979.0,1936.0
30000,14500,0,2019,43500,0,1500,1950.0,163.0,11.8,5140.0,1928.0
13693,3500,1,2018,29500,0,500,1496.0,116.0,11.5,4439.0,1821.0
39000,21500,1,2018,25900,0,500,1499.0,130.0,11.1,4641.0,1844.0
61584,23500,1,2017,16900,0,700,1598.0,130.0,9.9,4449.0,1836.0
63000,16500,0,2018,24990,0,700,1499.0,136.0,9.6,4299.0,1822.0
21207,1500,0,2019,30500,0,700,1498.0,150.0,8.2,4313.0,1785.0
149900,1500,1,2017,21999,0,500,1968.0,150.0,9.6,4388.0,1831.0
115000,18500,0,2014,39990,0,500,4134.0,382.0,5.7,4846.0,1939.0
61748,25500,0,2019,19125,0,700,1798.0,122.0,10.9,4370.0,1790.0
64677,16500,0,2019,24490,0,1100,1995.0,150.0,8.9,4253.0,1800.0
154374,23500,0,2015,12000,0,700,1197.0,120.0,10.9,4122.0,1778.0
103326,17500,1,2016,17700,0,500,1598.0,130.0,11.0,4640.0,1820.0
32057,7500,1,2015,17900,0,500,1498.0,150.0,9.7,4524.0,1838.0
206000,19500,1,2013,6600,0,700,1686.0,110.0,12.3,4419.0,1814.0
14328,1500,0,2020,29600,0,700,1984.0,150.0,8.9,4762.0,1847.0
25000,10500,0,2018,38990,0,500,1998.0,249.0,7.0,4411.0,1900.0
79995,17500,0,2018,19995,0,700,1598.0,130.0,11.1,4394.0,1806.0
33000,1500,1,2018,23975,0,700,1968.0,150.0,8.9,4726.0,1842.0
20299,26500,0,2020,33900,0,700,1984.0,245.0,6.2,4287.0,1789.0
44461,19500,1,2015,13930,0,700,1362.0,140.0,9.9,4658.0,1814.0
44000,23500,1,2018,15900,0,700,898.0,90.0,13.0,4122.0,1778.0
120000,1500,0,2017,67900,0,1100,3993.0,605.0,3.7,4979.0,1936.0
104225,24500,1,2018,21199,0,700,1968.0,150.0,8.4,4281.0,1816.0
100000,24500,1,2014,8300,0,1500,1598.0,105.0,12.2,4282.0,1768.0
34935,12500,1,2015,13999,0,1500,1591.0,135.0,11.3,4525.0,1805.0
81094,3500,0,2019,29590,0,500,1995.0,190.0,7.8,4439.0,1821.0
101000,1500,1,2016,16480,0,700,1598.0,110.0,10.7,4458.0,1796.0
92519,11500,1,2019,19900,0,500,999.0,120.0,11.2,4236.0,1805.0
230000,8500,1,2010,6995,0,1100,2199.0,150.0,9.8,4740.0,1840.0
21000,16500,0,2020,28900,0,700,1499.0,136.0,9.7,4299.0,1822.0
51000,14500,0,2020,52900,0,500,1950.0,163.0,8.9,4731.0,1890.0
73269,14500,0,2018,27900,0,1100,2143.0,170.0,7.9,4702.0,1810.0
126000,3500,0,2017,48500,0,700,2993.0,400.0,4.6,5098.0,1902.0
76591,1500,1,2018,25499,0,500,1968.0,120.0,10.9,4388.0,1831.0
31000,24500,0,2018,31900,0,700,1984.0,300.0,5.6,4246.0,1810.0
95000,22500,1,2016,19900,0,1100,1969.0,120.0,11.5,4635.0,1865.0
106000,1500,1,2017,35500,0,700,1968.0,190.0,7.8,4712.0,1854.0
116029,4500,1,2015,14199,0,1500,1199.0,130.0,10.8,4597.0,1826.0
76313,22500,0,2017,22990,0,1100,1969.0,190.0,7.7,4635.0,1865.0
68000,26500,1,2012,11975,0,700,1598.0,105.0,11.3,4199.0,1779.0
72000,26500,1,2014,21999,0,700,1984.0,220.0,6.4,4000.0,1682.0
35965,19500,1,2018,12299,0,700,1398.0,90.0,13.2,4021.0,1746.0
60600,26500,1,2018,22749,0,500,999.0,115.0,10.1,4234.0,1819.0
16908,26500,0,2020,28699,0,500,1498.0,150.0,8.6,4234.0,1819.0
191705,1500,0,2012,14990,0,1100,2967.0,204.0,7.2,4926.0,1874.0
95000,11500,0,2010,24900,0,500,2777.0,177.0,11.7,4223.0,1873.0
137000,4500,1,2015,7995,0,700,1199.0,82.0,12.3,3941.0,1728.0
10330,24500,1,2015,13699,0,700,1197.0,110.0,10.2,4263.0,1816.0
99000,25500,1,2016,12650,0,1100,1364.0,90.0,13.0,4595.0,1760.0
62276,1500,1,2020,20900,0,700,999.0,95.0,10.8,4029.0,1740.0
122000,19500,1,2019,17950,0,700,1598.0,136.0,10.5,4897.0,1863.0
36892,1500,0,2019,32800,0,500,1968.0,150.0,9.2,4484.0,1856.0
119238,8500,1,2014,13900,0,1100,1597.0,120.0,10.4,4535.0,1770.0
100000,23500,1,2014,8990,0,1100,1461.0,90.0,11.6,4267.0,1732.0
24200,16500,0,2017,19900,0,700,1499.0,136.0,7.9,3821.0,1727.0
43180,20500,1,2017,9490,0,700,999.0,60.0,14.4,3597.0,1645.0
24228,1500,0,2018,31500,0,1100,1968.0,150.0,9.0,4725.0,1842.0
35159,4500,1,2019,12099,0,700,1199.0,82.0,13.3,3996.0,1749.0
129000,26500,0,2012,13900,0,700,1968.0,140.0,9.3,4199.0,1786.0
245742,14500,1,2012,9300,0,1100,2143.0,136.0,9.6,4596.0,1770.0
115972,12500,1,2016,11399,0,700,1591.0,132.0,11.0,4140.0,1800.0
49500,1500,1,2014,12490,0,700,1197.0,86.0,11.7,3954.0,1740.0
23000,24500,0,2020,27700,0,700,1968.0,150.0,8.4,4281.0,1816.0
60633,24500,1,2017,16450,0,700,999.0,115.0,9.3,4059.0,1780.0
88146,17500,1,2017,19399,0,500,1618.0,163.0,9.7,4640.0,1830.0
123759,1500,0,2018,34970,0,700,1984.0,190.0,7.5,4733.0,1843.0
42543,8500,1,2017,19490,0,700,988.0,129.0,10.9,4518.0,1799.0
47850,1500,0,2018,34900,0,700,1968.0,150.0,8.9,4733.0,1843.0
299000,18500,0,2014,26990,0,500,2967.0,245.0,7.6,4846.0,1939.0
109417,26500,1,2018,16900,0,1100,1598.0,115.0,10.7,4567.0,1799.0
84000,1500,0,2018,29890,0,500,1968.0,150.0,9.3,4388.0,1831.0
20150,9500,1,2019,17390,0,500,998.0,120.0,12.0,4165.0,1800.0
128428,26500,0,2018,23950,0,700,1968.0,150.0,8.7,4767.0,1832.0
70660,26500,1,2015,15199,0,700,1197.0,110.0,9.9,4255.0,1799.0
16700,1500,1,2018,24990,0,500,1395.0,150.0,8.5,4191.0,1794.0
63021,8500,0,2018,23500,0,700,1498.0,182.0,8.2,4518.0,1799.0
109792,26500,1,2018,16800,0,700,1598.0,115.0,10.2,4258.0,1790.0
54875,21500,0,2018,27990,0,500,1560.0,120.0,11.6,4447.0,1841.0
89990,3500,0,2018,27799,0,500,1995.0,150.0,9.4,4439.0,1821.0
110000,21500,1,2016,13290,0,500,1560.0,100.0,13.1,4447.0,1841.0
111100,3500,0,2015,23900,0,1100,1997.0,184.0,8.3,4907.0,1860.0
125336,17500,1,2012,11300,0,1500,1997.0,140.0,10.5,4541.0,1780.0
190000,24500,0,2013,9750,0,700,1598.0,105.0,11.7,4315.0,1768.0
157860,14500,0,2016,34500,0,500,2143.0,204.0,7.6,4656.0,1890.0
135000,21500,1,2016,8990,0,700,1560.0,100.0,11.3,4253.0,1804.0
37532,22500,1,2017,18500,0,700,1969.0,150.0,8.4,4369.0,1802.0
48510,24500,1,2018,20299,0,700,1395.0,150.0,8.0,4281.0,1816.0
99900,21500,1,2017,16900,0,700,1560.0,120.0,11.0,4830.0,1828.0
76000,24500,1,2016,13900,0,700,1598.0,110.0,10.5,4263.0,1816.0
20048,20500,1,2018,15499,0,1100,999.0,115.0,10.1,4659.0,1814.0
164540,3500,0,2017,24000,0,700,1995.0,224.0,6.4,4824.0,1828.0
29024,7500,1,2019,18199,0,500,999.0,125.0,11.0,4096.0,1765.0
90000,22500,0,2017,18900,0,700,1969.0,150.0,8.4,4369.0,1802.0
160000,1500,1,2013,8990,0,700,1197.0,86.0,11.7,3954.0,1740.0
79235,26500,0,2017,29900,0,500,1968.0,150.0,9.3,4486.0,1839.0
67801,24500,1,2019,17500,0,700,1498.0,150.0,8.2,4282.0,1816.0
31459,17500,1,2019,20990,0,700,1461.0,115.0,12.3,4394.0,1806.0
67197,21500,1,2018,16899,0,700,1199.0,130.0,9.1,4253.0,1804.0
64891,16500,0,2018,22490,0,700,1496.0,116.0,9.4,3982.0,1727.0
97000,16500,0,2015,25500,0,700,1598.0,218.0,6.9,4133.0,1789.0
147539,24500,1,2011,6990,0,1100,1598.0,90.0,12.2,4227.0,1693.0
169000,3500,1,2012,13775,0,700,1995.0,143.0,10.3,4454.0,1798.0
153926,17500,1,2017,19900,0,500,1598.0,130.0,10.5,4640.0,1830.0
131937,19500,1,2016,12490,0,700,1598.0,110.0,11.0,4370.0,1809.0
29900,1500,0,2016,119000,0,1300,5204.0,610.0,3.2,4426.0,1940.0
97196,13500,0,2015,24900,0,500,2494.0,197.0,9.2,4630.0,1845.0
18000,1500,1,2017,22999,0,500,1395.0,150.0,9.2,4388.0,1831.0
250000,15500,1,2010,7600,0,500,1968.0,140.0,10.8,4665.0,1800.0
110000,18500,0,2016,49900,0,500,2967.0,258.0,6.3,4697.0,1923.0
86435,1500,1,2018,24700,0,500,1968.0,120.0,10.9,4388.0,1831.0
12769,13500,0,2019,37900,0,700,2487.0,218.0,8.9,4975.0,1865.0
169000,26500,1,2011,8999,0,1100,1598.0,105.0,11.9,4534.0,1781.0
140000,12500,1,2015,7800,0,700,1396.0,100.0,12.8,4310.0,1780.0
130871,3500,0,2017,58900,0,500,2993.0,381.0,5.2,4909.0,1989.0
157200,8500,1,2013,10490,0,1100,2199.0,150.0,10.0,4750.0,1840.0
32401,18500,0,2018,63900,0,900,1988.0,300.0,5.1,4379.0,1801.0
52440,17500,1,2018,14499,0,500,1197.0,115.0,10.8,4135.0,1765.0
73269,14500,0,2018,27900,0,1100,2143.0,170.0,7.9,4702.0,1810.0
195000,4500,1,2010,3190,0,700,1560.0,90.0,12.5,4275.0,1773.0
198000,1500,0,2012,21900,0,500,2967.0,245.0,7.8,5089.0,1983.0
44861,20500,1,2017,17099,0,500,1197.0,110.0,10.9,4222.0,1793.0
50838,22500,1,2017,20900,0,700,1969.0,120.0,10.6,4370.0,1802.0
157000,3500,0,2015,19990,0,1300,1995.0,218.0,6.7,4638.0,1825.0
50000,2500,1,2020,25990,0,500,1998.0,165.0,10.3,4550.0,1840.0
37279,12500,1,2019,17900,0,700,1598.0,115.0,10.9,4310.0,1800.0
21680,2500,1,2019,25900,0,500,1998.0,165.0,10.3,4550.0,1840.0
92411,14500,1,2016,19490,0,700,1461.0,109.0,11.3,4299.0,1780.0
42193,14500,0,2018,23900,0,700,2143.0,136.0,9.3,4299.0,1780.0
75036,3500,0,2017,30900,0,1100,2993.0,258.0,5.4,4633.0,1811.0
89000,16500,1,2016,16200,0,700,1496.0,116.0,9.4,3982.0,1727.0
59547,7500,1,2012,6890,0,700,1242.0,60.0,16.9,3950.0,1722.0
69000,26500,0,2014,24900,0,1500,1984.0,200.0,8.3,4854.0,1904.0
59726,1500,0,2018,36990,0,700,2967.0,204.0,7.1,4712.0,1854.0
51945,1500,0,2017,37422,0,500,1968.0,204.0,7.9,4663.0,1893.0
82000,18500,0,2016,133999,0,1300,3800.0,540.0,3.0,4507.0,1880.0
71483,9500,1,2015,10599,0,700,1396.0,100.0,12.7,4300.0,1780.0
142895,25500,1,2017,10800,0,700,1364.0,90.0,12.5,4330.0,1760.0
23514,3500,0,2020,35399,0,500,1995.0,150.0,9.2,4360.0,1824.0
105892,7500,1,2016,13699,0,700,1499.0,120.0,10.5,4360.0,1823.0
72585,14500,0,2016,104990,0,500,5461.0,571.0,5.4,4763.0,1855.0
31459,17500,1,2019,20990,0,700,1461.0,115.0,12.3,4394.0,1806.0
130000,4500,1,2012,8400,0,700,1560.0,92.0,11.3,3948.0,1715.0
56063,9500,1,2019,13899,0,700,998.0,100.0,10.9,4035.0,1734.0
131000,1500,0,2016,26500,0,700,1968.0,184.0,6.9,4313.0,1785.0
83186,17500,1,2015,12799,0,500,1461.0,110.0,11.2,4135.0,1765.0
99000,1500,0,2018,24500,0,500,1598.0,116.0,10.5,4191.0,1794.0
19595,26500,1,2020,20640,0,700,1498.0,130.0,9.1,4258.0,1790.0
38000,2500,1,2019,21900,0,500,1998.0,165.0,10.3,4550.0,1840.0
66760,26500,0,2019,36099,0,500,1968.0,190.0,7.9,4486.0,1839.0
135367,22500,1,2017,23990,0,500,1969.0,150.0,10.0,4644.0,1891.0
84040,3500,0,2018,24899,0,500,1995.0,150.0,9.3,4439.0,1821.0
66832,14500,1,2016,16990,0,1500,1461.0,109.0,11.6,4359.0,1786.0
160692,3500,0,2016,21800,0,500,1995.0,150.0,9.5,4657.0,1881.0
47000,23500,1,2018,16900,0,700,1198.0,130.0,10.6,4359.0,1814.0
123762,26500,0,2019,23490,0,1100,1968.0,150.0,8.9,4767.0,1832.0
24852,12500,1,2020,20399,0,500,1591.0,132.0,11.5,4485.0,1855.0
84123,23500,1,2018,12600,0,700,1461.0,75.0,14.3,4062.0,1732.0
102790,24500,1,2017,12599,0,700,1197.0,90.0,10.7,4061.0,1693.0
129000,500,1,2019,23490,0,900,2387.0,200.0,8.5,4393.0,1830.0
51000,1500,0,2019,33400,0,500,1968.0,150.0,9.2,4484.0,1856.0
45000,16500,0,2014,16900,0,700,1598.0,184.0,7.2,3729.0,1683.0
79484,1500,1,2016,15199,0,700,1422.0,90.0,11.6,3973.0,1746.0
55884,7500,1,2017,19990,0,700,1499.0,182.0,8.6,4360.0,1823.0
85987,24500,0,2017,22099,0,500,1984.0,190.0,7.9,4363.0,1841.0
140884,3500,0,2013,21900,0,700,2993.0,258.0,6.0,4899.0,1860.0
96500,18500,0,2014,44999,0,500,2967.0,258.0,6.3,4681.0,1923.0
76900,1500,1,2018,24900,0,700,1968.0,150.0,86.0,4313.0,1785.0
20000,3500,0,2020,105000,0,700,4395.0,625.0,3.3,4966.0,1903.0
53475,19500,1,2019,22900,0,1500,1499.0,100.0,12.7,4403.0,1848.0
31451,24500,1,2019,25499,0,500,1968.0,150.0,8.8,4363.0,1841.0
94842,9500,1,2018,12190,0,700,1396.0,90.0,12.1,4035.0,1734.0
144000,23500,1,2010,12500,0,700,1998.0,200.0,6.9,4017.0,1768.0
66200,15500,1,2018,18400,0,500,1590.0,117.0,11.5,4365.0,1810.0
37000,8500,1,2018,18500,0,500,1498.0,130.0,10.2,4294.0,1772.0
74000,24500,1,2018,23499,0,500,1598.0,115.0,11.5,4363.0,1841.0
117000,1500,0,2017,27990,0,1100,1968.0,190.0,7.4,4725.0,1842.0
167000,3500,1,2014,14900,0,1100,1995.0,116.0,11.2,4624.0,1811.0
77900,19500,1,2016,12900,0,1500,1364.0,140.0,10.7,4656.0,1928.0
235000,18500,0,2012,27999,0,500,2967.0,245.0,7.6,4846.0,1939.0
102504,20500,1,2018,19099,0,500,999.0,116.0,10.6,4382.0,1841.0
192083,1500,1,2014,17490,0,900,1968.0,190.0,8.2,4626.0,1854.0
65863,13500,0,2017,21350,0,700,1798.0,136.0,10.3,4350.0,1765.0
45000,1500,0,2019,33950,0,500,1498.0,150.0,9.2,4484.0,1856.0
26000,20500,1,2020,12800,0,1100,999.0,95.0,10.9,4262.0,1732.0
94000,18500,0,2017,59890,0,500,2997.0,360.0,5.2,4692.0,1926.0
35000,13500,0,2015,59990,0,1300,4969.0,477.0,4.5,4705.0,1845.0
67212,1500,0,2017,35900,0,700,1968.0,190.0,7.9,4733.0,1843.0
98466,3500,1,2017,22500,0,500,1496.0,116.0,11.1,4439.0,1821.0
159565,3500,1,2012,17600,0,500,1995.0,184.0,8.5,4648.0,1881.0
30677,19500,0,2020,22290,0,500,1199.0,130.0,10.1,4477.0,1856.0
49650,1500,0,2017,26995,0,500,1395.0,150.0,8.9,4388.0,1831.0
145000,22500,1,2017,20990,0,500,1969.0,150.0,10.0,4644.0,1891.0
25000,21500,1,2019,26900,0,700,1598.0,263.0,6.0,4253.0,1804.0
30000,9500,1,2018,23990,0,500,1598.0,136.0,11.8,4480.0,1850.0
175000,1500,0,2019,43799,0,700,2967.0,286.0,5.5,4939.0,1886.0
45783,19500,1,2018,16199,0,500,1199.0,110.0,11.8,4212.0,1825.0
149371,2500,1,2016,15500,0,500,2191.0,150.0,9.2,4555.0,1840.0
105300,7500,1,2016,10995,0,700,1499.0,120.0,10.5,4360.0,1823.0
100252,3500,0,2019,54990,0,500,2993.0,326.0,4.9,4752.0,1918.0
38993,14500,0,2019,37450,0,700,1332.0,163.0,8.5,4688.0,1830.0
111896,21500,1,2015,10899,0,700,1199.0,110.0,9.6,3962.0,1739.0
93000,14500,0,2012,17990,0,700,3498.0,252.0,7.1,4868.0,1854.0
35917,2500,1,2019,23999,0,500,1998.0,165.0,10.3,4550.0,1840.0
70000,5500,1,2010,5900,0,700,1461.0,75.0,14.2,4020.0,1746.0
63000,5500,1,2014,8990,0,700,1149.0,75.0,14.5,4346.0,1733.0
50804,4500,1,2017,16500,0,500,1199.0,82.0,14.0,4154.0,1824.0
140000,16500,0,2015,17990,0,700,1998.0,192.0,6.7,3850.0,1727.0
95784,17500,1,2017,17490,0,700,1461.0,110.0,11.9,4394.0,1806.0
73475,3500,0,2018,49000,0,500,2993.0,258.0,6.8,4886.0,1938.0
138844,10500,1,2017,26900,0,500,1999.0,180.0,8.9,4731.0,1936.0
60000,7500,1,2015,11800,0,1500,999.0,100.0,12.3,4157.0,1764.0
174000,1500,0,2015,21990,0,1100,2967.0,218.0,6.8,4943.0,1874.0
83162,4500,1,2015,9199,0,700,1560.0,92.0,11.2,4427.0,1748.0
118729,19500,1,2019,15399,0,1500,1499.0,130.0,10.6,4403.0,1848.0
139648,1500,1,2017,20500,0,700,1968.0,150.0,8.9,4726.0,1842.0
144000,4500,1,2018,12990,0,700,1560.0,99.0,11.8,4170.0,1714.0
43448,7500,1,2019,14900,0,700,998.0,100.0,10.5,4040.0,1735.0
86975,3500,1,2015,14990,0,700,1496.0,116.0,10.3,4329.0,1765.0
53500,7500,1,2014,7500,0,700,1242.0,69.0,13.4,3620.0,1658.0
10757,25500,1,2018,14399,0,700,1496.0,111.0,11.0,3945.0,1695.0
77000,11500,0,2017,20950,0,500,1956.0,140.0,10.0,4232.0,1804.0
99302,6500,1,2017,12399,0,700,1598.0,120.0,10.1,4368.0,1792.0
104899,1500,1,2015,14999,0,700,1598.0,110.0,10.5,4237.0,1777.0
274000,1500,0,2012,12499,0,1100,1968.0,177.0,8.5,4926.0,1874.0
104000,18500,0,2014,84900,0,900,3800.0,400.0,4.7,4491.0,1852.0
89060,17500,0,2017,18895,0,700,1197.0,115.0,12.9,4377.0,1806.0
139000,1500,0,2015,30500,0,700,2967.0,272.0,5.7,4974.0,1911.0
65660,14500,0,2018,20900,0,1500,1461.0,109.0,11.6,4359.0,1786.0
92000,7500,1,2014,11999,0,1500,999.0,125.0,12.2,4520.0,1828.0
247000,22500,0,2017,16850,0,500,1969.0,150.0,10.0,4644.0,1891.0
24475,1500,0,2019,28500,0,500,1598.0,116.0,10.5,4191.0,1794.0
16381,23500,1,2020,21599,0,500,1461.0,115.0,11.9,4227.0,1797.0
67743,1500,0,2016,28990,0,500,1968.0,190.0,8.4,4629.0,1898.0
96818,24500,1,2017,19399,0,700,1968.0,150.0,8.4,4281.0,1816.0
150000,26500,0,2017,22500,0,700,1968.0,184.0,7.5,4268.0,1790.0
30000,3500,0,2020,35900,0,700,1995.0,150.0,9.3,4319.0,1799.0
52570,26500,1,2018,21799,0,500,999.0,115.0,10.1,4234.0,1819.0
37000,6500,1,2018,12490,0,700,1242.0,69.0,12.9,3571.0,1627.0
112000,24500,0,2016,17900,0,700,1968.0,184.0,7.5,4271.0,1816.0
49990,9500,1,2020,24490,0,500,1598.0,116.0,11.8,4480.0,1850.0
98000,18500,0,2017,79900,0,700,3956.0,422.0,4.5,5049.0,1937.0
67000,21500,1,2017,13450,0,700,1598.0,165.0,8.6,4830.0,1828.0
61000,13500,0,2018,33530,0,500,2494.0,197.0,9.2,4630.0,1845.0
63630,12500,1,2018,18500,0,1100,1685.0,141.0,10.2,4855.0,1860.0
73444,1500,1,2014,12299,0,700,1197.0,86.0,11.9,3954.0,1746.0
37991,1500,1,2017,26500,0,500,1968.0,150.0,9.6,4388.0,1831.0
123393,1500,1,2016,19490,0,1100,1968.0,150.0,9.2,4725.0,1842.0
88000,18500,0,2017,53990,0,500,2967.0,258.0,6.3,4697.0,1923.0
50802,21500,1,2017,18400,0,500,1560.0,100.0,11.3,4159.0,1739.0
51339,3500,0,2019,29990,0,500,1995.0,150.0,9.4,4439.0,1821.0
51347,25500,0,2017,16399,0,1100,1798.0,136.0,11.2,4595.0,1760.0
282456,1500,0,2010,8999,0,700,1968.0,143.0,9.4,4703.0,1826.0
150000,1500,0,2016,23900,0,1100,1968.0,150.0,9.0,4725.0,1842.0
73000,1500,0,2016,34900,0,700,2967.0,218.0,6.8,4974.0,1911.0
25000,14500,0,2018,77500,0,500,3982.0,510.0,3.8,4661.0,1930.0
75739,21500,1,2018,23899,0,500,1499.0,130.0,10.8,4447.0,1841.0
129500,14500,0,2017,55999,0,500,2996.0,390.0,5.7,4891.0,2003.0
90743,3500,1,2018,19500,0,700,1995.0,150.0,8.3,4329.0,1765.0
40281,24500,0,2017,21900,0,1100,1968.0,184.0,7.8,4548.0,1816.0
49000,10500,0,2018,35990,0,500,1999.0,180.0,8.7,4731.0,1936.0
63975,23500,1,2019,17500,0,1100,1330.0,140.0,9.8,4626.0,1814.0
123000,1500,0,2017,24900,0,1100,1968.0,163.0,8.3,4750.0,1842.0
185218,15500,1,2017,15900,0,500,2268.0,150.0,10.0,4695.0,1810.0
31895,16500,0,2019,28099,0,700,1998.0,192.0,6.8,3850.0,1727.0
87500,24500,1,2018,21000,0,500,1598.0,115.0,11.5,4363.0,1841.0
157000,24500,1,2014,8990,0,700,1598.0,105.0,10.5,4061.0,1693.0
58861,20500,1,2016,11799,0,700,1422.0,90.0,11.1,3992.0,1732.0
14000,1500,0,2019,39900,0,700,1984.0,190.0,7.5,4733.0,1843.0
25125,5500,1,2018,12500,0,700,898.0,90.0,17.5,4089.0,1761.0
38046,3500,0,2018,59500,0,1300,2979.0,370.0,4.5,4468.0,1854.0
80710,21500,1,2015,13799,0,700,1560.0,120.0,12.0,4365.0,1837.0
