km,make,transmissionType,year,price,seller_type,bodyType,cubicCapacity,hp,acceleration,length,width
141000,26500,0,2017,16900,0,1500,1598.0,115.0,11.0,4338.0,1807.0
69570,1500,0,2018,25950,0,700,1968.0,150.0,8.5,4726.0,1842.0
92642,3500,0,2017,39900,0,700,2993.0,265.0,5.7,4936.0,1868.0
64000,1500,0,2020,69990,0,500,2967.0,231.0,7.1,5063.0,1970.0
139000,19500,1,2015,13900,0,500,1364.0,140.0,9.9,4278.0,1777.0
139849,1500,1,2010,10690,0,700,1598.0,105.0,10.5,3954.0,1740.0
138000,26500,1,2013,12900,0,1500,1598.0,105.0,12.8,4397.0,1794.0
149400,13500,0,2018,25900,0,500,2494.0,197.0,9.2,4630.0,1845.0
39000,26500,1,2018,15950,0,700,999.0,95.0,10.8,4053.0,1751.0
78315,26500,1,2019,17199,0,700,1598.0,115.0,10.2,4258.0,1790.0
160913,25500,1,2017,12600,0,700,1995.0,143.0,9.5,4750.0,1810.0
97096,15500,1,2015,14500,0,500,1798.0,116.0,10.2,4295.0,1770.0
14500,18500,0,2019,79999,0,500,2995.0,354.0,5.1,4696.0,1923.0
28892,1500,1,2019,19990,0,700,999.0,116.0,9.5,4029.0,1740.0
50000,3500,0,2017,32850,0,700,1995.0,190.0,7.7,4936.0,1868.0
56825,21500,1,2018,24690,0,700,1499.0,130.0,9.7,4750.0,1859.0
123046,1500,1,2016,19500,0,1100,1968.0,150.0,9.2,4725.0,1842.0
185000,1500,0,2016,21900,0,1100,1968.0,190.0,7.9,4725.0,1842.0
42000,21500,0,2019,26990,0,500,1199.0,130.0,9.5,4447.0,1841.0
72038,14500,1,2017,26490,0,500,2143.0,136.0,9.5,4417.0,1804.0
38170,15500,1,2019,17999,0,500,1590.0,117.0,11.5,4365.0,1810.0
31000,1500,1,2018,16600,0,700,999.0,95.0,11.1,3973.0,1746.0
59495,1500,1,2017,27500,0,500,1968.0,150.0,9.6,4388.0,1831.0
44000,22500,1,2018,36900,0,500,1969.0,150.0,10.2,4688.0,1902.0
68800,1500,0,2018,30900,0,700,1968.0,190.0,8.2,4933.0,1874.0
146000,4500,1,2013,7400,0,700,1560.0,92.0,11.2,4427.0,1748.0
17628,24500,1,2020,25900,0,700,1498.0,150.0,8.4,4368.0,1800.0
46900,19500,1,2017,17450,0,500,1560.0,120.0,9.9,4212.0,1825.0
103943,2500,1,2010,12800,0,500,2184.0,173.0,11.3,4680.0,1870.0
35000,3500,0,2018,88900,0,500,4395.0,575.0,4.2,4909.0,1989.0
27786,1500,0,2020,43600,0,500,1968.0,163.0,8.9,4663.0,1893.0
82608,17500,1,2016,19599,0,500,1618.0,163.0,9.7,4640.0,1820.0
119000,16500,1,2016,15500,0,700,1496.0,116.0,9.2,3821.0,1727.0
87500,3500,1,2017,24490,0,500,1995.0,150.0,9.2,4439.0,1821.0
158196,17500,1,2015,10890,0,500,1461.0,110.0,11.2,4135.0,1765.0
23160,22500,0,2018,20199,0,700,1969.0,120.0,10.5,4369.0,1802.0
39542,17500,1,2019,15299,0,700,999.0,100.0,13.0,3999.0,1743.0
85515,14500,0,2018,43900,0,500,2143.0,204.0,7.6,4656.0,1890.0
57409,19500,1,2016,13799,0,500,1364.0,140.0,9.9,4275.0,1781.0
24000,13500,0,2018,29900,0,500,2494.0,197.0,9.2,4640.0,1845.0
14008,15500,1,2019,17950,0,500,1590.0,117.0,11.5,4365.0,1810.0
80000,1500,0,2017,32990,0,1300,1968.0,190.0,7.7,4673.0,1846.0
42903,19500,1,2019,15799,0,500,1199.0,110.0,10.9,4212.0,1765.0
71523,7500,1,2015,10300,0,700,999.0,100.0,11.2,3969.0,1722.0
15256,14500,0,2020,36299,0,1100,1332.0,163.0,8.4,4688.0,1830.0
81677,1500,1,2017,15900,0,700,999.0,95.0,11.1,3973.0,1746.0
114419,13500,0,2013,27450,0,700,3456.0,345.0,5.9,4850.0,1840.0
75765,16500,1,2011,14490,0,1300,1598.0,184.0,6.9,3734.0,1683.0
89354,2500,1,2016,16990,0,500,1998.0,165.0,9.0,4555.0,1840.0
35296,19500,1,2017,10799,0,700,1398.0,87.0,12.5,3698.0,1720.0
185304,1500,1,2018,25400,0,500,1968.0,150.0,9.7,4663.0,1893.0
133007,1500,0,2017,18900,0,700,1968.0,150.0,8.3,4313.0,1785.0
136000,14500,1,2015,21480,0,700,2143.0,136.0,9.9,4630.0,1777.0
13000,1500,0,2020,99999,0,1100,2894.0,450.0,4.1,4782.0,1866.0
11718,7500,1,2020,21900,0,500,998.0,125.0,9.8,4207.0,1805.0
17206,7500,1,2019,15099,0,700,998.0,100.0,10.5,4068.0,1735.0
180000,1500,1,2015,16890,0,700,1598.0,110.0,10.7,4456.0,1796.0
131000,6500,1,2015,9500,0,700,1598.0,105.0,11.3,4336.0,1792.0
41787,21500,1,2018,12699,0,700,1199.0,82.0,12.2,3973.0,1739.0
32570,7500,1,2019,19799,0,700,999.0,125.0,10.0,4378.0,1825.0
107500,18500,0,2017,62999,0,500,3604.0,400.0,4.8,4699.0,1923.0
86761,2500,1,2016,15600,0,700,2191.0,150.0,8.1,4465.0,1795.0
15064,1500,0,2018,34900,0,1300,1984.0,190.0,7.3,4673.0,1846.0
50000,1500,0,2018,26490,0,500,1598.0,116.0,10.5,4191.0,1794.0
51954,11500,1,2019,20399,0,500,999.0,120.0,11.2,4236.0,1805.0
109000,1500,1,2014,18900,0,500,1968.0,140.0,9.9,4385.0,1831.0
98234,19500,0,2018,15699,0,500,1364.0,140.0,10.7,4275.0,1781.0
66460,13500,0,2018,20900,0,700,1798.0,136.0,10.3,4350.0,1765.0
103697,1500,0,2017,34300,0,500,1968.0,190.0,7.9,4663.0,1893.0
107000,1500,0,2017,33490,0,700,1984.0,190.0,7.5,4733.0,1843.0
29500,1500,0,2019,27900,0,500,1498.0,150.0,8.5,4191.0,1794.0
42642,12500,1,2019,15999,0,500,998.0,100.0,10.8,4140.0,1760.0
81505,8500,1,2017,19400,0,500,1498.0,130.0,10.4,4294.0,1772.0
79400,24500,1,2019,15500,0,700,999.0,115.0,9.8,4282.0,1816.0
50252,3500,0,2018,30899,0,700,1995.0,190.0,7.8,4824.0,1828.0
121000,12500,0,2017,20900,0,500,1685.0,141.0,11.5,4480.0,1855.0
68158,24500,1,2016,10799,0,700,1197.0,90.0,10.7,4061.0,1693.0
14000,1500,0,2019,34900,0,500,1498.0,150.0,9.2,4484.0,1856.0
99759,13500,0,2018,30999,0,500,2494.0,197.0,9.2,4630.0,1845.0
99000,14500,0,2015,23990,0,700,2143.0,177.0,8.2,4630.0,1777.0
19244,20500,0,2019,30890,0,500,1968.0,150.0,9.8,4697.0,1882.0
117118,10500,0,2017,34490,0,500,1999.0,180.0,8.7,4731.0,1936.0
59990,23500,1,2016,15490,0,700,1198.0,130.0,10.6,4359.0,1814.0
116002,7500,1,2016,15190,0,700,1997.0,150.0,9.3,4871.0,1852.0
34462,1500,1,2019,19400,0,700,999.0,116.0,9.5,4029.0,1740.0
67000,7500,1,2016,17900,0,1500,1500.0,120.0,12.3,4519.0,1828.0
15339,21500,1,2020,15990,0,700,1199.0,100.0,9.9,4055.0,1745.0
83000,1500,0,2016,17900,0,700,1598.0,110.0,10.7,4310.0,1785.0
50500,12500,1,2013,9499,0,700,1396.0,100.0,12.8,4310.0,1780.0
80000,26500,0,2018,35900,0,700,1984.0,310.0,4.6,4263.0,1790.0
144000,23500,1,2010,12500,0,700,1998.0,200.0,6.9,4017.0,1768.0
40203,1500,0,2016,32900,0,1300,1984.0,252.0,5.8,4673.0,1846.0
14540,7500,1,2020,20399,0,500,998.0,125.0,10.0,4207.0,1805.0
36089,19500,1,2019,16900,0,700,1399.0,125.0,9.5,4370.0,1809.0
25765,16500,0,2019,23990,0,700,1499.0,136.0,7.9,3821.0,1727.0
160692,3500,0,2016,21800,0,500,1995.0,150.0,9.5,4657.0,1881.0
41318,9500,1,2016,18500,0,500,1591.0,131.0,11.5,4475.0,1850.0
89990,26500,1,2017,21499,0,1500,1598.0,115.0,11.4,4527.0,1829.0
154088,16500,0,2011,13500,0,700,1598.0,184.0,8.3,4110.0,1789.0
95000,16500,0,2017,20900,0,1100,1499.0,136.0,9.1,4253.0,1800.0
52000,19500,1,2018,15900,0,500,1364.0,140.0,9.9,4275.0,1781.0
178000,14500,0,2011,12990,0,700,2143.0,170.0,9.1,4868.0,1854.0
103000,1500,0,2019,26900,0,700,1984.0,150.0,8.9,4762.0,1847.0
228000,22500,1,2012,6990,0,1100,1560.0,115.0,11.5,4522.0,1770.0
50410,1500,0,2017,29800,0,500,1968.0,150.0,9.3,4388.0,1831.0
16421,24500,1,2020,21500,0,500,999.0,110.0,10.3,4138.0,1780.0
109233,4500,1,2016,12899,0,1500,1199.0,130.0,10.8,4597.0,1826.0
65000,1500,1,2018,31480,0,500,1968.0,150.0,9.7,4663.0,1893.0
109334,1500,0,2017,27450,0,1100,1968.0,150.0,9.0,4725.0,1842.0
99000,3500,1,2015,19900,0,700,1995.0,143.0,9.6,4477.0,1798.0
141608,1500,1,2016,17800,0,700,1968.0,150.0,8.9,4726.0,1842.0
152715,17500,1,2014,19999,0,500,2488.0,190.0,11.0,4813.0,1848.0
66353,4500,1,2018,14499,0,500,1199.0,110.0,10.2,4154.0,1756.0
187000,11500,1,2012,11999,0,500,2143.0,136.0,11.3,4448.0,1812.0
117867,25500,0,2017,22990,0,500,2494.0,197.0,8.3,4605.0,1845.0
87611,7500,1,2017,21990,0,500,1997.0,150.0,10.1,4524.0,1838.0
57120,21500,1,2020,21950,0,500,1499.0,100.0,11.8,4300.0,1770.0
43628,2500,1,2017,20199,0,500,1998.0,165.0,9.0,4555.0,1840.0
104398,26500,1,2016,19295,0,700,1968.0,150.0,8.7,4767.0,1832.0
33007,11500,1,2016,17499,0,500,1598.0,120.0,10.2,4232.0,1804.0
136500,16500,1,2012,17300,0,1300,1598.0,211.0,6.4,3734.0,1683.0
134421,1500,1,2011,14890,0,700,1968.0,136.0,9.5,4703.0,1826.0
15500,24500,1,2020,21900,0,500,999.0,110.0,11.4,4381.0,1841.0
114000,14500,0,2018,20500,0,700,1595.0,122.0,8.9,4299.0,1780.0
78000,11500,0,2015,34900,0,500,2776.0,200.0,10.7,4223.0,1873.0
106926,17500,1,2012,10500,0,700,1461.0,110.0,12.4,4330.0,1780.0
66104,6500,1,2017,9999,0,700,1242.0,69.0,12.9,3571.0,1627.0
43800,17500,1,2019,23900,0,700,1749.0,150.0,9.5,4394.0,1806.0
111861,26500,1,2015,16499,0,1100,1968.0,150.0,8.9,4767.0,1832.0
117000,3500,0,2017,25999,0,500,1995.0,150.0,9.2,4439.0,1821.0
55500,1500,0,2015,22800,0,700,1598.0,110.0,10.7,4310.0,1785.0
56500,1500,0,2017,30900,0,500,1968.0,150.0,9.3,4388.0,1831.0
60720,25500,0,2018,17900,0,700,1798.0,136.0,10.9,4330.0,1760.0
75010,500,0,2017,33500,0,500,2143.0,210.0,6.6,4687.0,1903.0
79527,19500,1,2018,15390,0,1100,1399.0,150.0,8.9,4702.0,1809.0
14365,24500,1,2020,21990,0,700,1498.0,130.0,9.4,4368.0,1800.0
36731,9500,1,2019,14490,0,700,998.0,100.0,10.8,4035.0,1734.0
88000,21500,1,2017,12950,0,700,1598.0,165.0,8.6,4830.0,1828.0
11330,19500,1,2020,15500,0,700,1199.0,110.0,10.4,4370.0,1809.0
91532,2500,1,2016,15450,0,700,1498.0,105.0,11.0,4460.0,1795.0
95000,1500,1,2015,16775,0,700,1968.0,150.0,8.6,4310.0,1785.0
20882,12500,0,2019,21300,0,700,1580.0,141.0,11.5,4355.0,1805.0
28353,26500,1,2019,24199,0,500,999.0,115.0,10.1,4234.0,1819.0
72366,9500,1,2015,16199,0,500,1591.0,131.0,11.5,4475.0,1850.0
105688,24500,1,2016,11099,0,700,1422.0,105.0,9.9,4061.0,1693.0
69000,1500,0,2014,15800,0,700,1598.0,90.0,11.6,3954.0,1746.0
46245,24500,1,2018,17499,0,700,999.0,115.0,9.3,4059.0,1780.0
92849,7500,1,2015,10899,0,1500,999.0,125.0,11.4,4379.0,1828.0
40000,9500,1,2019,27990,0,700,1998.0,275.0,6.1,4335.0,1795.0
75966,23500,1,2017,19299,0,1500,1198.0,130.0,11.4,4406.0,1866.0
45000,12500,1,2019,13999,0,500,1248.0,84.0,13.2,4140.0,1760.0
92000,6500,1,2016,12890,0,500,1598.0,110.0,11.5,4273.0,1796.0
24185,26500,0,2019,35399,0,500,1968.0,150.0,9.8,4426.0,1809.0
90000,26500,1,2011,12990,0,700,1390.0,122.0,9.7,4256.0,1810.0
42208,23500,1,2018,19400,0,700,1461.0,110.0,11.9,4449.0,1836.0
113338,23500,1,2018,18900,0,700,1461.0,110.0,11.9,4449.0,1836.0
45067,1500,1,2017,22500,0,700,1968.0,150.0,8.9,4726.0,1842.0
108000,10500,0,2017,26490,0,700,1999.0,240.0,6.5,4954.0,1880.0
29900,14500,0,2019,39900,0,1300,1950.0,194.0,7.0,4686.0,1810.0
71000,9500,1,2018,16500,0,700,1353.0,140.0,9.5,4455.0,1795.0
16042,14500,0,2019,31890,0,1500,1332.0,163.0,8.5,4419.0,1796.0
48677,23500,1,2015,11199,0,700,898.0,90.0,12.2,4062.0,1732.0
221240,2500,1,2015,14290,0,500,2191.0,150.0,9.2,4555.0,1840.0
91160,1500,1,2015,14990,0,700,1422.0,90.0,11.4,3973.0,1740.0
106745,24500,1,2017,13399,0,1100,1598.0,110.0,10.9,4535.0,1816.0
51000,12500,1,2017,10900,0,700,1248.0,84.0,12.9,4065.0,1725.0
95200,17500,1,2014,7900,0,700,1198.0,80.0,13.7,4100.0,1695.0
67315,9500,1,2019,28099,0,500,1995.0,150.0,11.2,4700.0,1880.0
61864,1500,0,2017,36250,0,500,1968.0,190.0,7.9,4663.0,1893.0
85008,21500,1,2019,14890,0,500,1499.0,100.0,11.8,4300.0,1770.0
55904,1500,1,2018,25999,0,500,1968.0,150.0,9.6,4388.0,1831.0
20000,7500,1,2020,17990,0,1500,1498.0,100.0,13.4,4157.0,1764.0
195000,1500,1,2010,8500,0,700,1598.0,105.0,11.4,4238.0,1765.0
15800,5500,1,2020,17780,0,500,999.0,100.0,12.5,4341.0,1804.0
103253,13500,0,2017,24690,0,500,2494.0,197.0,9.2,4630.0,1845.0
59740,10500,0,2016,24990,0,700,1999.0,180.0,8.0,4954.0,1880.0
110649,21500,1,2018,11790,0,1100,1560.0,100.0,11.8,4585.0,1804.0
59661,8500,1,2017,19999,0,500,1597.0,120.0,11.2,4605.0,1820.0
62327,1500,0,2018,35400,0,500,1968.0,163.0,8.9,4663.0,1893.0
53547,1500,0,2018,39850,0,700,1968.0,204.0,8.1,4939.0,1886.0
167065,1500,0,2017,33500,0,700,2967.0,272.0,5.7,4974.0,1911.0
39301,24500,1,2018,16899,0,700,1197.0,110.0,9.9,4282.0,1816.0
10723,25500,0,2018,24699,0,700,1798.0,122.0,11.0,4360.0,1795.0
165000,1500,0,2011,22990,0,500,2967.0,240.0,8.1,5089.0,1983.0
189000,21500,1,2016,7499,0,700,1560.0,75.0,13.3,3973.0,1739.0
75358,16500,1,2013,11900,0,700,1598.0,122.0,9.1,3723.0,1683.0
106245,14500,0,2015,25499,0,700,2143.0,136.0,9.9,4630.0,1777.0
111009,11500,1,2012,13300,0,500,2143.0,136.0,11.3,4448.0,1812.0
62000,16500,1,2017,17900,0,700,1496.0,95.0,11.4,3982.0,1727.0
40000,12500,1,2019,16499,0,700,1368.0,100.0,12.6,4310.0,1800.0
195084,14500,0,2017,34500,0,1300,1950.0,194.0,7.4,4826.0,1860.0
22787,1500,1,2020,34099,0,1100,1984.0,150.0,8.9,4762.0,1847.0
22463,23500,0,2015,15299,0,700,1197.0,120.0,10.9,4122.0,1778.0
15205,4500,1,2019,22999,0,500,1199.0,131.0,10.5,4500.0,1969.0
39000,21500,1,2016,15900,0,700,1560.0,100.0,11.3,4253.0,1804.0
39168,11500,1,2019,25970,0,500,1368.0,140.0,9.8,4394.0,1819.0
180000,5500,1,2011,5990,0,500,1598.0,105.0,11.8,4315.0,1822.0
53784,7500,1,2019,16300,0,700,998.0,140.0,9.0,4040.0,1735.0
89400,3500,0,2015,39990,0,700,2993.0,381.0,4.7,4910.0,1860.0
72019,25500,0,2016,22999,0,500,2494.0,197.0,8.3,4605.0,1845.0
20453,11500,0,2020,30990,0,500,1956.0,140.0,10.1,4394.0,1819.0
91250,3500,1,2016,19490,0,1500,1496.0,116.0,10.6,4342.0,1800.0
70767,23500,1,2013,10199,0,700,1461.0,90.0,12.9,4062.0,1732.0
67680,19500,1,2014,13499,0,500,1686.0,130.0,10.5,4278.0,1777.0
238266,19500,0,2010,6990,0,1100,1956.0,130.0,11.7,4908.0,1856.0
119000,1500,0,2019,69990,0,500,2967.0,286.0,6.3,4986.0,1995.0
56676,1500,0,2016,22999,0,500,1968.0,150.0,9.3,4388.0,1831.0
117000,1500,1,2013,20800,0,500,1968.0,150.0,10.8,4629.0,1898.0
159000,23500,0,2016,15990,0,1500,1461.0,110.0,12.4,4406.0,1866.0
30000,3500,0,2016,29999,0,900,1998.0,184.0,8.2,4638.0,1825.0
103797,24500,1,2015,11399,0,1100,1598.0,105.0,11.1,4535.0,1816.0
43473,21500,0,2013,13250,0,1500,1560.0,115.0,13.2,4529.0,1837.0
13000,1500,0,2017,69000,0,1300,2894.0,450.0,3.9,4723.0,1861.0
139665,3500,1,2015,20700,0,700,1995.0,150.0,9.0,4638.0,1825.0
26655,12500,0,2017,19399,0,700,1580.0,141.0,11.5,4355.0,1805.0
44000,23500,1,2018,15900,0,700,898.0,90.0,13.0,4122.0,1778.0
177002,1500,1,2015,18500,0,700,1968.0,150.0,9.5,4933.0,1874.0
172000,7500,0,2013,9999,0,1500,1997.0,140.0,10.9,4801.0,1884.0
20228,1500,0,2020,29900,0,700,1968.0,150.0,8.6,4313.0,1785.0
102536,1500,1,2014,17500,0,700,1968.0,150.0,8.7,4456.0,1796.0
70000,24500,1,2019,17500,0,500,999.0,115.0,9.8,4138.0,1780.0
119483,23500,1,2018,19199,0,1500,1598.0,130.0,10.7,4857.0,1888.0
24369,24500,0,2019,22400,0,1100,1498.0,150.0,8.3,4548.0,1816.0
18878,1500,0,2019,24390,0,700,1498.0,150.0,8.2,4313.0,1785.0
67239,16500,1,2012,10300,0,700,1598.0,90.0,11.4,3723.0,1683.0
29700,25500,0,2019,21299,0,700,1798.0,122.0,10.9,4370.0,1790.0
10722,26500,1,2019,16999,0,700,999.0,95.0,10.8,4053.0,1751.0
72834,26500,0,2017,26500,0,500,1968.0,150.0,9.3,4486.0,1839.0
132272,1500,0,2017,39990,0,500,2967.0,272.0,6.3,5052.0,1968.0
88166,9500,1,2017,19190,0,500,1685.0,115.0,13.7,4475.0,1850.0
72892,20500,1,2017,16990,0,500,1197.0,110.0,10.9,4222.0,1793.0
38072,16500,0,2016,21699,0,700,1998.0,192.0,6.9,4005.0,1727.0
44707,1500,1,2017,22500,0,700,1968.0,150.0,8.9,4726.0,1842.0
199476,19500,0,2011,11500,0,500,2231.0,163.0,12.0,4596.0,1850.0
26731,21500,1,2020,22799,0,500,1499.0,100.0,11.8,4300.0,1770.0
112350,10500,0,2018,34900,0,500,1999.0,180.0,8.5,4731.0,1936.0
79000,1500,0,2016,36390,0,700,2480.0,367.0,4.3,4343.0,1800.0
131604,1500,0,2017,30500,0,1100,1968.0,190.0,7.8,4750.0,1842.0
45000,11500,1,2018,17590,0,500,999.0,120.0,11.2,4236.0,1805.0
60245,23500,1,2017,15399,0,700,1461.0,90.0,13.4,4359.0,1814.0
121000,19500,1,2010,5990,0,700,1229.0,85.0,13.6,3999.0,1737.0
83000,17500,1,2015,14900,0,700,1461.0,110.0,11.5,4387.0,1768.0
32000,14500,0,2019,29900,0,700,1461.0,116.0,10.6,4549.0,1796.0
80647,7500,1,2019,19990,0,500,999.0,140.0,11.8,4096.0,1765.0
128008,1500,1,2011,10900,0,700,1598.0,105.0,11.4,4238.0,1765.0
47900,17500,1,2018,23900,0,700,1461.0,110.0,11.9,4394.0,1806.0
120344,22500,1,2015,15900,0,700,1969.0,120.0,10.5,4369.0,1802.0
108077,1500,0,2019,24790,0,1100,1968.0,150.0,9.0,4725.0,1842.0
66000,3500,0,2017,36500,0,1100,1995.0,190.0,7.9,4942.0,1868.0
17502,16500,0,2019,28490,0,700,1998.0,192.0,6.9,4005.0,1727.0
51321,23500,0,2018,19820,0,700,1461.0,110.0,11.9,4848.0,1868.0
105000,1500,1,2016,21500,0,500,1968.0,150.0,9.6,4388.0,1831.0
120000,3500,0,2012,22000,0,700,2993.0,306.0,6.3,5072.0,1902.0
21000,16500,0,2017,21990,0,700,1499.0,136.0,8.2,3982.0,1727.0
111663,1500,0,2014,33890,0,700,3993.0,435.0,4.5,5135.0,1949.0
94068,19500,1,2010,7400,0,700,1796.0,140.0,11.5,4830.0,1856.0
80120,21500,0,2018,29490,0,500,1997.0,180.0,10.3,4641.0,1844.0
103227,21500,1,2016,11900,0,1100,1199.0,130.0,11.6,4585.0,1804.0
50863,19500,1,2016,16899,0,1500,1364.0,140.0,10.7,4656.0,1928.0
97389,14500,0,2016,29999,0,500,2143.0,177.0,7.7,4417.0,1804.0
95352,1500,0,2015,17400,0,700,1598.0,116.0,9.5,3973.0,1746.0
126900,26500,1,2013,21900,0,700,1984.0,230.0,6.4,4268.0,1799.0
30623,11500,0,2019,24500,0,500,1598.0,120.0,10.2,4236.0,1805.0
112300,17500,1,2017,12500,0,700,1461.0,90.0,11.9,3999.0,1743.0
32000,1500,1,2018,17745,0,700,1422.0,90.0,11.4,3973.0,1740.0
133200,14500,0,2016,22400,0,500,2143.0,136.0,9.5,4417.0,1804.0
150245,1500,0,2014,28800,0,700,2967.0,204.0,7.0,4915.0,1874.0
147700,22500,1,2017,22500,0,500,1969.0,150.0,10.0,4644.0,1891.0
51995,7500,1,2015,10490,0,700,1241.0,82.0,13.3,3969.0,1722.0
70448,500,1,2017,14500,0,700,1598.0,120.0,10.0,4351.0,1798.0
112138,21500,1,2017,13900,0,1100,1560.0,100.0,11.8,4585.0,1804.0
134782,1500,1,2018,19999,0,500,1598.0,116.0,10.3,4191.0,1794.0
56400,1500,1,2015,19990,0,900,1598.0,110.0,11.4,4421.0,1793.0
106640,14500,1,2017,25995,0,1100,2143.0,136.0,9.7,4630.0,1777.0
99990,1500,0,2016,36490,0,700,1984.0,300.0,4.9,4324.0,1785.0
68793,12500,1,2018,17990,0,1100,1685.0,141.0,10.2,4855.0,1860.0
19600,7500,1,2018,16800,0,700,999.0,125.0,11.0,4360.0,1823.0
62000,17500,1,2017,17990,0,700,1197.0,115.0,10.6,4377.0,1806.0
30000,14500,0,2019,99800,0,500,3982.0,510.0,3.8,4731.0,1890.0
116000,12500,1,2016,10290,0,700,1120.0,75.0,16.5,4050.0,1720.0
114133,1500,0,2015,22490,0,1100,1968.0,190.0,8.5,4943.0,1874.0
220000,1500,1,2011,7490,0,700,1598.0,105.0,11.7,4292.0,1765.0
39416,23500,1,2018,19499,0,700,1598.0,130.0,10.0,4359.0,1814.0
16394,25500,0,2019,25599,0,700,1798.0,122.0,11.0,4360.0,1795.0
112275,17500,1,2015,14990,0,700,1461.0,110.0,11.9,4377.0,1806.0
69985,21500,1,2017,12450,0,700,1560.0,100.0,10.7,3973.0,1739.0
159000,3500,0,2016,21950,0,700,1995.0,190.0,7.9,4907.0,1860.0
48369,4500,1,2018,14799,0,500,1199.0,110.0,10.2,4154.0,1824.0
24392,4500,0,2017,17900,0,1500,1199.0,130.0,10.2,4428.0,1826.0
129482,24500,1,2018,11600,0,700,1598.0,80.0,13.3,4059.0,1780.0
31024,4500,1,2014,8599,0,700,1199.0,82.0,12.3,3941.0,1728.0
92537,1500,0,2015,66990,0,1100,3993.0,560.0,3.9,4979.0,1936.0
27753,10500,0,2018,29900,0,700,1999.0,180.0,8.1,4954.0,1880.0
111611,12500,1,2017,19899,0,500,1995.0,136.0,10.3,4480.0,1855.0
145500,1500,0,2018,28890,0,700,1968.0,150.0,8.9,4733.0,1843.0
20000,1500,0,2020,43990,0,500,1968.0,163.0,8.9,4663.0,1893.0
95616,14500,1,2016,21490,0,700,2143.0,136.0,9.3,4299.0,1780.0
18550,7500,1,2018,16990,0,700,999.0,100.0,10.5,4040.0,1735.0
207685,25500,0,2017,13590,0,1100,1798.0,136.0,11.2,4595.0,1760.0
97196,13500,0,2015,24900,0,500,2494.0,197.0,9.2,4630.0,1845.0
17357,9500,1,2018,12899,0,700,1248.0,84.0,13.1,4035.0,1734.0
32899,26500,1,2018,13499,0,700,999.0,75.0,14.9,4053.0,1751.0
57358,25500,0,2017,17100,0,1100,1798.0,136.0,11.2,4595.0,1760.0
99000,3500,1,2015,19900,0,700,1995.0,143.0,9.6,4477.0,1798.0
29721,7500,1,2020,26399,0,500,1995.0,150.0,9.6,4614.0,1883.0
13290,24500,1,2020,19999,0,500,999.0,115.0,9.8,4138.0,1780.0
200000,1500,0,2011,18995,0,700,2967.0,245.0,6.5,4969.0,1911.0
50000,1500,0,2018,75900,0,500,3956.0,435.0,4.8,5069.0,1968.0
105248,21500,1,2015,13599,0,500,1199.0,110.0,9.9,4159.0,1739.0
85000,18500,0,2017,89900,0,700,3956.0,422.0,4.5,5049.0,1937.0
33600,3500,0,2017,47900,0,700,2998.0,340.0,5.1,4936.0,1868.0
104000,20500,1,2011,6290,0,700,1198.0,60.0,14.9,4000.0,1642.0
27458,19500,0,2015,10899,0,700,1398.0,100.0,11.5,3698.0,1720.0
119900,1500,0,2018,51900,0,700,2967.0,286.0,5.7,4969.0,1908.0
48400,7500,1,2017,19699,0,500,1498.0,150.0,9.7,4524.0,1838.0
63992,12500,1,2017,11650,0,700,1120.0,75.0,16.5,4050.0,1720.0
210000,1500,0,2010,21999,0,500,2967.0,240.0,8.1,5089.0,1983.0
56514,9500,1,2018,19799,0,500,1685.0,115.0,13.7,4475.0,1850.0
70000,24500,0,2016,24999,0,1100,1984.0,290.0,6.0,4543.0,1816.0
140552,25500,1,2017,11900,0,700,1598.0,112.0,10.5,4330.0,1760.0
46295,1500,1,2017,31990,0,500,1968.0,150.0,9.7,4663.0,1893.0
45434,1500,0,2019,35899,0,500,1968.0,150.0,9.3,4484.0,1856.0
107136,4500,1,2013,11799,0,1500,1598.0,156.0,9.0,4428.0,1826.0
51948,14500,1,2016,20999,0,700,1595.0,122.0,8.9,4299.0,1780.0
70531,6500,1,2017,13299,0,500,1598.0,110.0,11.5,4248.0,1796.0
158196,17500,1,2015,10890,0,500,1461.0,110.0,11.2,4135.0,1765.0
14462,4500,1,2020,14990,0,700,1199.0,83.0,13.3,3996.0,1749.0
107000,1500,1,2018,21480,0,500,999.0,116.0,10.1,4191.0,1794.0
185304,1500,1,2018,25400,0,500,1968.0,150.0,9.7,4663.0,1893.0
88357,20500,0,2018,22999,0,500,1498.0,150.0,8.6,4382.0,1841.0
114000,14500,0,2016,27990,0,700,2143.0,170.0,7.7,4686.0,1810.0
60760,1500,1,2017,24699,0,500,1598.0,116.0,10.3,4191.0,1794.0
119230,16500,1,2015,13450,0,700,1598.0,90.0,12.9,4097.0,1789.0
100719,500,0,2017,14899,0,700,1598.0,120.0,10.0,4351.0,1798.0
29207,21500,1,2015,10699,0,700,1199.0,82.0,12.2,3962.0,1739.0
60202,21500,0,2017,27399,0,500,1997.0,180.0,8.9,4447.0,1841.0
238000,1500,0,2015,26500,0,1100,2967.0,320.0,5.2,4943.0,1874.0
169180,21500,1,2013,8890,0,700,1560.0,115.0,9.7,3962.0,1739.0
76119,6500,1,2015,9390,0,700,1242.0,69.0,12.9,3571.0,1627.0
